0.0	7.0	9.1	11.9	8.7	10.3	16.9	10.1	4.5	8.0	4.8	20.1	16.4	5.8	6.2	11.8	12.6	6.5	10.6	20.6
5.0	0.0	3.6	5.4	4.2	4.5	2.9	1.5	2.8	6.8	15.7	5.7	10.4	5.1	5.8	7.6	7.7	5.1	9.7	18.8
4.1	2.4	0.0	10.9	5.3	7.1	11.9	4.6	2.2	4.1	9.7	8.8	14.5	3.4	3.6	4.3	4.7	2.9	4.1	12.8
12.5	5.8	6.2	0.0	11.0	1.2	1.6	2.7	4.5	8.4	16.4	2.9	6.4	6.9	5.8	14.9	5.5	12.0	9.0	22.2
10.6	8.5	13.2	4.1	0.0	8.3	5.6	10.1	7.9	14.9	10.4	12.3	15.3	18.6	16.2	16.7	17.2	15.3	14.1	11.2
7.9	4.4	5.0	1.5	9.7	0.0	4.3	2.1	7.0	9.1	15.7	2.7	4.8	10.2	5.9	5.0	6.1	11.9	4.7	12.1
13.0	3.2	7.2	2.8	3.2	2.6	0.0	8.1	7.3	13.1	9.0	4.1	7.8	12.0	9.0	9.8	9.3	12.9	10.4	15.4
6.1	1.5	2.0	5.4	8.6	3.5	7.1	0.0	3.8	5.9	12.3	6.6	10.3	4.4	2.2	6.7	4.8	5.1	8.3	17.1
4.2	3.2	2.1	9.1	5.1	4.5	4.5	5.4	0.0	4.7	4.8	9.8	7.5	6.5	10.3	10.8	8.8	5.5	4.2	16.5
8.9	9.7	4.7	7.8	16.3	7.1	11.2	7.6	7.2	0.0	8.9	10.9	11.9	1.2	2.5	1.5	7.4	2.5	1.0	8.7
7.1	13.5	7.6	21.3	20.0	7.1	13.8	7.6	4.7	9.7	0.0	23.1	20.8	7.6	12.6	7.2	11.0	4.7	9.0	13.9
13.0	7.6	5.8	1.2	9.3	2.2	3.3	7.0	7.0	8.9	9.3	0.0	6.5	13.0	7.2	7.2	5.5	15.4	5.6	10.6
15.2	6.4	11.6	7.3	7.4	8.3	7.6	9.6	15.7	11.8	16.0	5.6	0.0	11.3	5.5	7.7	2.6	6.7	7.0	17.1
8.2	6.5	1.4	5.7	6.7	9.6	10.7	7.8	5.5	1.4	8.6	8.3	12.7	0.0	4.2	1.0	9.1	4.1	1.5	8.2
14.5	5.1	4.6	3.0	11.8	5.7	6.7	4.4	5.6	2.1	16.2	6.8	3.8	6.9	0.0	4.9	2.1	3.3	5.8	13.0
8.2	11.4	2.2	13.0	15.8	13.5	14.9	9.1	4.3	2.2	6.0	9.8	10.9	2.2	4.0	0.0	3.7	3.7	1.0	4.4
7.4	4.0	8.4	7.9	15.3	2.3	6.2	6.2	5.0	3.6	7.5	5.6	5.4	7.7	1.1	6.8	0.0	9.9	3.6	10.1
8.1	6.0	2.8	13.9	14.0	5.2	6.6	3.9	2.9	4.7	7.5	13.9	13.4	3.1	3.3	2.8	4.6	0.0	4.7	8.0
11.1	4.4	5.4	13.2	10.0	6.8	17.6	3.7	10.7	1.0	5.1	6.0	8.8	2.1	6.6	0.8	5.2	4.1	0.0	6.3
19.8	14.1	11.3	20.5	25.9	16.0	16.2	14.8	16.0	4.9	9.6	11.2	17.7	7.0	7.1	4.0	13.1	7.2	6.7	0.0
