0.0	9.4	7.9	12.8	11.4	9.9	16.4	10.1	6.3	9.8	4.9	12.6	18.7	7.9	14.5	12.2	10.8	8.1	9.9	19.9
6.7	0.0	5.5	4.2	5.6	2.1	3.4	1.0	1.8	6.7	14.6	4.3	6.8	5.2	3.6	5.2	5.8	8.7	9.6	9.4
4.2	3.7	0.0	4.6	7.5	8.7	13.2	2.5	4.7	2.2	5.9	10.6	14.3	1.5	2.1	3.1	6.6	1.0	2.2	5.7
15.8	3.1	6.2	0.0	10.5	1.4	2.9	5.6	9.6	10.4	21.8	1.8	4.3	7.5	4.8	13.2	5.8	7.1	9.6	16.9
5.6	4.4	14.2	8.8	0.0	10.6	7.1	9.0	3.4	15.0	20.5	13.8	9.7	12.3	12.3	11.4	12.5	7.4	19.3	25.0
11.4	1.7	3.2	0.9	7.6	0.0	5.2	4.1	8.9	8.2	14.2	1.2	7.4	6.6	3.9	9.3	4.6	11.1	9.9	9.2
9.3	2.8	5.4	3.2	4.0	2.5	0.0	6.4	10.9	16.7	9.6	3.6	8.6	16.2	8.0	15.2	10.9	15.0	13.2	15.9
11.0	2.4	4.9	5.7	5.7	1.8	5.4	0.0	5.2	6.2	5.9	5.4	6.0	3.8	2.2	9.5	6.0	4.2	7.9	11.0
3.6	3.5	2.6	4.8	8.2	9.3	11.1	5.8	0.0	10.2	6.4	13.3	8.3	4.6	5.1	9.7	8.8	3.4	8.0	11.9
7.1	6.7	2.4	5.3	16.0	11.1	15.6	7.7	6.9	0.0	8.8	9.9	13.0	1.8	2.1	1.7	3.4	5.8	0.9	6.2
6.1	11.5	4.2	21.7	17.1	15.6	18.6	6.7	11.5	5.6	0.0	14.7	19.5	9.2	14.6	10.0	14.7	5.1	6.7	13.7
16.9	7.7	10.6	2.0	13.9	2.6	6.4	6.9	10.3	12.5	20.9	0.0	4.2	11.6	2.5	14.8	3.5	12.4	5.3	11.2
14.2	6.3	10.4	8.7	9.9	8.2	7.9	5.7	11.2	11.9	14.9	2.5	0.0	9.7	5.7	15.6	5.7	6.2	9.3	16.0
7.9	8.5	1.6	11.8	16.3	6.4	14.7	4.1	4.7	1.5	6.2	13.0	5.9	0.0	5.5	1.9	5.6	3.6	1.2	5.2
7.4	5.8	2.2	6.8	12.6	2.8	5.9	2.0	8.5	3.6	6.8	7.2	6.8	7.3	0.0	5.1	2.2	4.0	3.0	8.5
7.7	6.8	3.8	11.6	13.1	6.8	19.0	8.4	11.2	1.3	10.6	10.4	13.9	2.0	5.9	0.0	6.6	2.5	1.0	4.2
7.8	6.7	3.1	6.8	12.6	2.7	6.8	6.1	6.3	3.6	8.6	6.5	3.4	8.5	1.3	9.8	0.0	4.6	5.1	10.6
8.6	8.2	1.8	13.5	15.5	9.1	6.2	6.8	5.9	4.4	7.6	13.5	9.4	2.5	9.0	4.7	5.1	0.0	4.3	6.5
10.1	9.1	2.3	12.6	16.9	9.0	7.7	9.5	7.5	0.7	5.3	7.7	10.5	1.2	6.2	1.1	8.7	6.0	0.0	4.4
17.8	13.9	6.5	13.9	22.5	17.7	12.7	8.0	12.8	5.1	10.8	8.8	19.1	3.5	8.8	3.2	5.3	8.4	6.9	0.0
