0.0	11.4	7.4	7.0	5.9	14.6	13.0	10.9	3.4	8.9	5.8	12.5	13.6	10.5	12.9	11.6	18.8	3.4	5.8	10.8
8.6	0.0	6.4	3.2	8.8	2.7	4.2	1.3	3.2	4.5	11.3	5.3	9.7	10.0	3.3	9.8	8.0	7.6	6.8	16.1
9.9	3.4	0.0	9.8	9.1	3.8	12.5	4.6	3.8	1.9	9.4	6.7	11.0	2.1	3.0	4.4	4.5	2.0	5.5	6.0
14.0	2.0	9.5	0.0	11.0	1.7	3.5	5.9	9.6	13.3	14.5	1.2	3.5	11.2	7.9	14.8	7.9	8.1	15.1	19.6
12.8	3.5	6.2	9.1	0.0	9.9	7.7	7.7	7.3	13.0	16.8	12.0	17.4	7.5	9.0	18.6	10.6	10.3	19.6	15.0
6.5	2.3	7.1	1.7	7.3	0.0	4.4	2.1	4.1	8.6	11.3	2.8	6.2	11.9	3.7	14.1	5.6	6.0	12.9	10.5
10.2	3.5	9.9	2.2	5.0	4.7	0.0	3.6	7.9	8.2	23.6	6.4	8.6	11.1	4.0	14.0	5.1	12.6	13.5	15.9
8.9	1.7	3.1	5.4	7.5	2.8	9.0	0.0	5.8	6.3	7.6	6.9	5.2	6.2	2.9	9.6	5.0	7.2	9.3	12.5
3.9	3.2	2.5	4.3	7.8	4.3	9.4	5.6	0.0	8.8	6.3	8.9	16.1	8.8	9.1	7.8	9.5	3.0	10.5	14.7
12.9	8.9	3.6	4.8	9.9	6.2	6.2	6.7	6.3	0.0	10.5	6.0	8.4	1.2	3.8	1.7	7.1	4.7	1.6	6.0
8.8	15.4	6.4	20.6	11.5	15.2	11.7	12.6	8.5	8.2	0.0	12.3	19.2	9.8	7.0	6.2	17.4	7.3	6.0	11.7
18.1	7.2	9.3	3.0	14.2	3.4	5.6	2.7	12.2	10.2	8.3	0.0	2.6	7.0	3.9	8.4	3.8	6.3	10.4	15.3
9.7	9.6	12.9	5.9	17.2	5.7	6.8	9.3	11.0	7.9	23.0	4.0	0.0	7.1	4.5	13.9	5.8	15.9	11.6	9.3
9.7	6.4	2.2	6.9	10.4	6.4	14.1	5.6	5.9	0.7	7.2	5.0	12.6	0.0	5.9	1.7	8.5	3.9	1.0	3.4
13.7	5.7	4.5	6.1	14.6	3.0	5.6	4.1	10.3	4.8	14.9	3.3	5.8	4.5	0.0	7.9	1.2	5.2	6.1	10.8
12.1	10.3	2.4	14.4	14.6	8.1	13.6	6.3	6.7	2.4	7.7	12.2	7.5	1.9	7.7	0.0	7.3	5.4	0.5	3.9
11.7	6.8	7.9	5.0	14.4	4.1	5.3	6.3	11.0	3.3	16.8	2.7	5.1	3.4	0.8	3.7	0.0	6.2	8.6	7.9
5.4	6.6	2.4	9.1	10.1	5.7	10.5	5.2	4.5	4.9	7.8	12.3	11.4	1.9	3.8	2.8	5.6	0.0	5.9	5.6
6.3	8.0	2.7	13.6	7.6	10.4	7.7	9.4	5.4	1.0	4.6	14.7	7.9	1.4	6.6	1.0	4.1	5.7	0.0	4.2
19.4	11.3	9.8	14.1	19.6	18.1	15.0	11.4	10.2	8.7	10.3	8.5	12.7	7.0	5.8	5.6	14.0	12.5	6.1	0.0
