0	12	62	24	50	35	62	14	53	27	61	98	82	20	62	46	95	78	10	96
21	0	48	24	87	14	34	12	61	20	35	22	83	43	15	11	38	93	87	13
97	43	0	14	10	82	42	23	75	72	16	87	31	50	97	39	31	71	12	99
44	32	29	0	94	48	96	50	70	73	40	99	78	22	38	66	79	93	73	77
55	58	19	10	0	47	56	67	20	23	26	73	34	66	70	50	82	75	34	52
94	50	65	72	33	0	49	85	72	50	56	55	19	24	29	81	48	76	42	99
65	49	71	76	67	92	0	79	21	15	55	98	94	99	79	66	74	42	12	56
57	94	38	34	98	50	10	0	85	86	94	90	18	39	20	71	41	89	38	53
88	24	55	31	60	25	47	65	0	79	19	63	34	25	98	57	10	31	98	77
16	82	25	75	73	40	30	14	40	0	31	73	12	74	49	19	15	11	77	59
64	54	63	58	77	51	43	99	90	74	0	53	95	63	85	43	93	88	55	26
78	97	31	64	90	56	96	48	63	39	50	0	20	45	16	65	65	71	57	96
68	88	47	47	73	12	43	61	24	39	68	67	0	42	11	44	16	46	75	56
82	32	16	76	68	97	37	72	14	95	30	84	91	0	87	37	47	30	77	76
66	46	82	24	94	63	82	72	79	75	28	67	61	66	0	55	23	62	16	79
50	62	19	58	22	67	18	22	23	13	30	29	65	17	42	0	10	45	97	37
44	59	28	13	50	50	96	44	24	84	66	76	91	74	85	48	0	91	19	91
20	93	27	71	42	89	28	56	28	61	21	84	29	38	48	67	60	0	13	36
94	88	33	18	62	80	44	83	84	79	24	53	89	34	68	24	70	67	0	93
61	30	84	65	47	14	63	53	26	15	71	18	79	81	34	60	19	73	63	0
