0.0	10.5	6.2	12.7	10.7	15.2	7.1	12.4	3.1	13.1	5.0	19.6	23.1	4.6	16.1	12.7	11.2	4.7	14.7	19.4
8.6	0.0	5.8	3.6	3.7	4.4	3.4	2.1	4.7	6.8	13.7	4.9	12.7	7.6	3.0	7.9	8.0	4.6	11.5	7.0
9.0	3.1	0.0	10.7	12.1	6.8	6.3	3.0	5.7	2.1	10.4	5.8	7.3	1.9	6.2	3.4	5.4	2.0	5.6	12.9
9.2	2.7	9.0	0.0	9.0	1.0	1.8	5.5	10.7	10.6	8.4	3.0	7.0	6.0	5.9	13.7	5.9	13.7	14.9	20.4
8.8	6.2	12.8	6.7	0.0	6.6	8.0	4.3	7.4	8.7	8.1	9.8	12.8	18.4	13.4	8.0	9.5	10.1	9.5	9.7
11.9	3.8	6.8	0.9	5.8	0.0	2.7	3.0	8.1	3.9	16.5	2.9	5.9	4.7	5.9	7.8	6.6	11.2	10.4	12.0
10.2	7.3	7.2	3.1	6.9	4.4	0.0	3.3	8.8	13.6	19.3	2.6	5.1	13.0	8.4	6.7	9.0	7.4	9.6	25.1
9.9	1.9	2.5	3.8	9.2	3.2	3.9	0.0	3.4	5.0	12.1	4.6	11.7	6.8	3.0	5.4	6.3	2.9	3.3	9.9
6.5	2.4	3.7	6.2	5.8	6.8	9.9	3.1	0.0	6.4	9.3	9.9	15.1	9.2	8.4	10.3	11.2	4.9	6.8	10.1
10.2	8.4	4.7	10.8	17.5	4.7	6.3	4.3	4.0	0.0	5.5	11.2	5.5	1.8	5.9	2.5	4.4	5.0	1.2	5.5
8.8	9.7	9.2	13.7	18.7	11.6	10.1	5.7	8.3	8.5	0.0	11.8	22.6	5.2	8.5	4.0	19.2	2.8	5.4	13.8
8.6	7.5	5.5	1.4	14.2	3.4	5.6	4.1	12.8	6.8	10.7	0.0	3.8	12.8	3.4	13.2	6.3	10.1	6.2	18.0
21.1	7.6	12.5	6.3	10.9	8.7	11.8	4.3	7.5	9.4	15.0	2.6	0.0	14.6	4.6	9.9	4.2	17.0	13.4	17.4
13.2	9.5	3.2	7.8	11.9	5.6	13.6	4.1	3.5	1.3	5.5	9.4	9.2	0.0	3.5	1.3	6.9	2.1	1.3	7.3
15.3	4.8	4.6	5.4	11.5	4.9	11.8	3.3	3.8	2.7	7.5	4.2	5.7	5.3	0.0	4.4	1.7	6.2	7.4	7.1
6.1	8.7	5.1	12.5	10.4	13.6	14.8	7.3	5.4	1.1	6.0	5.6	7.4	0.8	6.4	0.0	9.3	3.0	0.7	7.0
13.6	5.6	7.8	7.9	17.1	3.0	9.0	4.8	11.1	5.1	7.1	3.4	2.9	4.5	1.7	9.9	0.0	4.7	4.8	7.0
6.9	8.3	2.9	12.6	13.9	11.0	7.7	6.2	2.7	3.5	7.3	5.6	15.8	2.0	3.4	4.5	10.3	0.0	5.3	11.6
6.6	7.7	3.6	12.0	9.8	13.2	16.3	5.9	6.9	0.8	10.4	5.3	8.8	1.5	3.8	0.8	5.9	5.1	0.0	6.7
19.3	8.9	10.9	8.5	15.9	13.5	25.2	7.3	18.5	7.2	6.6	8.8	11.7	6.0	14.8	7.2	10.1	7.5	5.2	0.0
